TRACTCE10,GEOID10,NAME10,NAMELSAD10,INTPTLAT10,INTPTLON10,nit_long,COUNTYNS10,NAME10_1,NAMELSAD_1,INTPTLAT_1,INTPTLON_1,cancer_num,CID_sum
202201,55133202201,2022.01,Census Tract 2022.01,43.0003694,-88.2773906,1,1581126,Waukesha,Waukesha County,43.0193081,-88.3067069,4,92
202301,55133202301,2023.01,Census Tract 2023.01,42.98204,-88.2481996,2,1581126,Waukesha,Waukesha County,43.0193081,-88.3067069,4,92
202302,55133202302,2023.02,Census Tract 2023.02,42.979183,-88.2297388,2,1581126,Waukesha,Waukesha County,43.0193081,-88.3067069,4,92
202800,55133202800,2028,Census Tract 2028,43.0197983,-88.209553,2,1581126,Waukesha,Waukesha County,43.0193081,-88.3067069,4,92
203101,55133203101,2031.01,Census Tract 2031.01,43.0421921,-88.2790712,2,1581126,Waukesha,Waukesha County,43.0193081,-88.3067069,4,92
1801,55139001801,18.01,Census Tract 18.01,43.9923161,-88.61,1,1581129,Winnebago,Winnebago County,44.0857068,-88.6681488,4,160
3600,55139003600,36,Census Tract 36,44.1623045,-88.4383842,0,1581129,Winnebago,Winnebago County,44.0857068,-88.6681488,4,160
950201,55001950201,9502.01,Census Tract 9502.01,44.0031471,-89.8876764,6,1581060,Adams,Adams County,43.9737629,-89.7672232,5,90
990000,55007990000,9900,Census Tract 9900,46.9678665,-91.1950099,0,1581063,Bayfield,Bayfield County,46.6341992,-91.1772815,5,170
20503,55009020503,205.03,Census Tract 205.03,44.5706278,-88.0905754,1,1581064,Brown,Brown County,44.4739612,-87.9959258,5,310
20504,55009020504,205.04,Census Tract 205.04,44.5748703,-88.133001,1,1581064,Brown,Brown County,44.4739612,-87.9959258,5,310
20703,55009020703,207.03,Census Tract 207.03,44.4586537,-87.9215962,1,1581064,Brown,Brown County,44.4739612,-87.9959258,5,310
21303,55009021303,213.03,Census Tract 213.03,44.4827117,-88.0602918,1,1581064,Brown,Brown County,44.4739612,-87.9959258,5,310
940002,55009940002,9400.02,Census Tract 9400.02,44.5145349,-88.127181,1,1581064,Brown,Brown County,44.4739612,-87.9959258,5,310
971000,55013971000,9710,Census Tract 9710,45.6977879,-92.6777312,1,1581066,Burnett,Burnett County,45.8652545,-92.3679775,5,250
950100,55019950100,9501,Census Tract 9501,44.9773747,-90.3669679,5,1581069,Clark,Clark County,44.7335964,-90.6102007,5,10
1403,55025001403,14.03,Census Tract 14.03,43.0190507,-89.4139985,11,1581072,Dane,Dane County,43.0674684,-89.4178523,5,190
10903,55025010903,109.03,Census Tract 109.03,43.0239109,-89.5430586,10,1581072,Dane,Dane County,43.0674684,-89.4178523,5,190
11600,55025011600,116,Census Tract 116,43.1936422,-89.1922191,10,1581072,Dane,Dane County,43.0674684,-89.4178523,5,190
12501,55025012501,125.01,Census Tract 125.01,42.9272529,-89.3620895,10,1581072,Dane,Dane County,43.0674684,-89.4178523,5,190
1300,55035001300,13,Census Tract 13,44.820044,-91.5558325,3,1581077,Eau Claire,Eau Claire County,44.7263547,-91.2864137,5,150
41100,55039041100,411,Census Tract 411,43.7601509,-88.4169535,2,1581079,Fond du Lac,Fond du Lac County,43.7547219,-88.493284,5,145
41500,55039041500,415,Census Tract 415,43.8467258,-88.7939306,2,1581079,Fond du Lac,Fond du Lac County,43.7547219,-88.493284,5,145
990000,55051990000,9900,Census Tract 9900,46.6929178,-90.4165893,1,1581085,Iron,Iron County,46.32655,-90.2612985,5,5
100300,55055100300,1003,Census Tract 1003,43.1798151,-88.7507655,3,1581087,Jefferson,Jefferson County,43.0138065,-88.7739855,5,25
2906,55059002906,29.06,Census Tract 29.06,42.5160903,-88.0872338,5,1581089,Kenosha,Kenosha County,42.5797028,-87.4248983,5,70
1300,55073001300,13,Census Tract 13,44.8972196,-89.6838549,8,1581096,Marathon,Marathon County,44.8980363,-89.757823,5,335
1400,55073001400,14,Census Tract 14,44.9822543,-89.7778912,8,1581096,Marathon,Marathon County,44.8980363,-89.757823,5,335
990000,55075990000,9900,Census Tract 9900,44.9534516,-87.6362643,3,1581097,Marinette,Marinette County,45.3468989,-87.991198,5,175
30100,55079030100,301,Census Tract 301,43.1823794,-87.8977108,2,1581100,Milwaukee,Milwaukee County,43.0176546,-87.4815749,5,255
120102,55079120102,1201.02,Census Tract 1201.02,42.9740929,-88.0496643,2,1581100,Milwaukee,Milwaukee County,43.0176546,-87.4815749,5,255
185100,55079185100,1851,Census Tract 1851,42.9768523,-87.8616133,2,1581100,Milwaukee,Milwaukee County,43.0176546,-87.4815749,5,255
100700,55083100700,1007,Census Tract 1007,44.9326539,-88.2911066,1,1581102,Oconto,Oconto County,44.9965754,-88.2065162,5,40
101000,55083101000,1010,Census Tract 1010,44.882079,-87.9342343,0,1581102,Oconto,Oconto County,44.9965754,-88.2065162,5,40
101200,55083101200,1012,Census Tract 1012,44.9008677,-88.1701413,1,1581102,Oconto,Oconto County,44.9965754,-88.2065162,5,40
650300,55089650300,6503,Census Tract 6503,43.3287312,-88.0232489,1,1581105,Ozaukee,Ozaukee County,43.360715,-87.4965534,5,325
660301,55089660301,6603.01,Census Tract 6603.01,43.2350681,-87.9357167,1,1581105,Ozaukee,Ozaukee County,43.360715,-87.4965534,5,325
960500,55097960500,9605,Census Tract 9605,44.5587284,-89.5185113,9,1581109,Portage,Portage County,44.4762457,-89.4980699,5,330
1702,55101001702,17.02,Census Tract 17.02,42.6955402,-87.897841,1,1581111,Racine,Racine County,42.7540747,-87.414676,5,155
2601,55105002601,26.01,Census Tract 26.01,42.5585668,-88.9956987,14,1581113,Rock,Rock County,42.6699307,-89.0751194,5,235
120903,55109120903,1209.03,Census Tract 1209.03,44.9058052,-92.7141295,6,1581833,St. Croix,St. Croix County,45.0289589,-92.4472842,5,290
10200,55117010200,102,Census Tract 102,43.8286277,-87.8665394,2,1581118,Sheboygan,Sheboygan County,43.7460015,-87.7305455,5,315
10800,55117010800,108,Census Tract 108,43.6704375,-87.754243,2,1581118,Sheboygan,Sheboygan County,43.7460015,-87.7305455,5,315
950500,55125950500,9505,Census Tract 9505,45.9238793,-89.3219498,0,1581122,Vilas,Vilas County,46.049848,-89.501254,5,135
400102,55131400102,4001.02,Census Tract 4001.02,43.4391541,-88.1421831,1,1581125,Washington,Washington County,43.391156,-88.2329166,5,125
420105,55131420105,4201.05,Census Tract 4201.05,43.4416619,-88.1715487,1,1581125,Washington,Washington County,43.391156,-88.2329166,5,125
440200,55131440200,4402,Census Tract 4402,43.3169811,-88.3780272,1,1581125,Washington,Washington County,43.391156,-88.2329166,5,125
200201,55133200201,2002.01,Census Tract 2002.01,43.1549799,-88.1143517,0,1581126,Waukesha,Waukesha County,43.0193081,-88.3067069,5,115
200902,55133200902,2009.02,Census Tract 2009.02,43.0731844,-88.1105493,2,1581126,Waukesha,Waukesha County,43.0193081,-88.3067069,5,115
201101,55133201101,2011.01,Census Tract 2011.01,43.0381658,-88.1129576,2,1581126,Waukesha,Waukesha County,43.0193081,-88.3067069,5,115
201102,55133201102,2011.02,Census Tract 2011.02,43.0251128,-88.0845058,2,1581126,Waukesha,Waukesha County,43.0193081,-88.3067069,5,115
201403,55133201403,2014.03,Census Tract 2014.03,43.0091919,-88.107784,2,1581126,Waukesha,Waukesha County,43.0193081,-88.3067069,5,115
201800,55133201800,2018,Census Tract 2018,42.924909,-88.1076258,2,1581126,Waukesha,Waukesha County,43.0193081,-88.3067069,5,115
204301,55133204301,2043.01,Census Tract 2043.01,43.125646,-88.480555,5,1581126,Waukesha,Waukesha County,43.0193081,-88.3067069,5,115
1804,55139001804,18.04,Census Tract 18.04,44.0460726,-88.6219334,0,1581129,Winnebago,Winnebago County,44.0857068,-88.6681488,5,200
11200,55141011200,112,Census Tract 112,44.3844493,-89.8796484,1,1581130,Wood,Wood County,44.4614126,-90.0388252,5,105
940000,55003940000,9400,Census Tract 9400,46.5057426,-90.7092625,0,1581061,Ashland,Ashland County,46.5462905,-90.6651539,6,312
400,55005000400,4,Census Tract 4,45.4736573,-91.8374686,4,1581062,Barron,Barron County,45.4371917,-91.8528921,6,330
960600,55007960600,9606,Census Tract 9606,46.248078,-91.2476197,0,1581063,Bayfield,Bayfield County,46.6341992,-91.1772815,6,204
1801,55009001801,18.01,Census Tract 18.01,44.5146596,-87.9165411,0,1581064,Brown,Brown County,44.4739612,-87.9959258,6,372
11401,55025011401,114.01,Census Tract 114.01,43.0707915,-89.2634494,10,1581072,Dane,Dane County,43.0674684,-89.4178523,6,228
100500,55029100500,1005,Census Tract 1005,44.9298862,-87.2830658,3,1581074,Door,Door County,45.067808,-87.0879363,6,288
100600,55029100600,1006,Census Tract 1006,44.726772,-87.4840977,3,1581074,Door,Door County,45.067808,-87.0879363,6,288
101000,55029101000,1010,Census Tract 1010,44.8329361,-87.6064846,3,1581074,Door,Door County,45.067808,-87.0879363,6,288
400,55035000400,4,Census Tract 4,44.8050699,-91.4281159,8,1581077,Eau Claire,Eau Claire County,44.7263547,-91.2864137,6,180
960200,55043960200,9602,Census Tract 9602,43.1490154,-90.6446062,8,1581081,Grant,Grant County,42.8700621,-90.6953683,6,354
3001,55059003001,30.01,Census Tract 30.01,42.5275238,-88.2864968,5,1581089,Kenosha,Kenosha County,42.5797028,-87.4248983,6,84
10203,55063010203,102.03,Census Tract 102.03,43.9374877,-91.3066146,5,1581091,La Crosse,La Crosse County,43.9082222,-91.1117584,6,66
10500,55071010500,105,Census Tract 105,44.061118,-87.7496793,7,1581095,Manitowoc,Manitowoc County,44.1051076,-87.3138281,6,384
960800,55075960800,9608,Census Tract 9608,45.2437037,-87.9884234,2,1581097,Marinette,Marinette County,45.3468989,-87.991198,6,210
961100,55075961100,9611,Census Tract 9611,45.0457859,-87.8381294,3,1581097,Marinette,Marinette County,45.3468989,-87.991198,6,210
100800,55083100800,1008,Census Tract 1008,44.9852749,-88.1153756,1,1581102,Oconto,Oconto County,44.9965754,-88.2065162,6,48
970800,55085970800,9708,Census Tract 9708,45.8555134,-89.6135829,0,1581103,Oneida,Oneida County,45.7137913,-89.5366933,6,72
960500,55095960500,9605,Census Tract 9605,45.4030226,-92.3156089,2,1581108,Polk,Polk County,45.4680297,-92.4531541,6,78
960600,55095960600,9606,Census Tract 9606,45.4343796,-92.4631803,2,1581108,Polk,Polk County,45.4680297,-92.4531541,6,78
961000,55095961000,9610,Census Tract 9610,45.2697854,-92.3525068,2,1581108,Polk,Polk County,45.4680297,-92.4531541,6,78
1501,55101001501,15.01,Census Tract 15.01,42.8214269,-87.8194628,2,1581111,Racine,Racine County,42.7540747,-87.414676,6,186
10502,55117010502,105.02,Census Tract 105.02,43.768151,-87.9485367,2,1581118,Sheboygan,Sheboygan County,43.7460015,-87.7305455,6,378
11000,55117011000,110,Census Tract 110,43.6743314,-87.9801326,2,1581118,Sheboygan,Sheboygan County,43.7460015,-87.7305455,6,378
101,55127000101,1.01,Census Tract 1.01,42.819758,-88.3774689,16,1581123,Walworth,Walworth County,42.6681095,-88.5417306,6,408
702,55127000702,7.02,Census Tract 7.02,42.6389348,-88.6373402,16,1581123,Walworth,Walworth County,42.6681095,-88.5417306,6,408
420106,55131420106,4201.06,Census Tract 4201.06,43.4442496,-88.2063241,2,1581125,Washington,Washington County,43.391156,-88.2329166,6,150
200202,55133200202,2002.02,Census Tract 2002.02,43.1624226,-88.075626,2,1581126,Waukesha,Waukesha County,43.0193081,-88.3067069,6,138
200804,55133200804,2008.04,Census Tract 2008.04,43.0731302,-88.1470563,2,1581126,Waukesha,Waukesha County,43.0193081,-88.3067069,6,138
201506,55133201506,2015.06,Census Tract 2015.06,42.9512728,-88.1041617,2,1581126,Waukesha,Waukesha County,43.0193081,-88.3067069,6,138
202202,55133202202,2022.02,Census Tract 2022.02,43.0048205,-88.254255,2,1581126,Waukesha,Waukesha County,43.0193081,-88.3067069,6,138
203404,55133203404,2034.04,Census Tract 2034.04,43.1200175,-88.1992452,3,1581126,Waukesha,Waukesha County,43.0193081,-88.3067069,6,138
11000,55141011000,110,Census Tract 110,44.4179545,-89.7718296,0,1581130,Wood,Wood County,44.4614126,-90.0388252,6,126
950501,55001950501,9505.01,Census Tract 9505.01,43.8817191,-89.896239,5,1581060,Adams,Adams County,43.9737629,-89.7672232,7,126
950600,55003950600,9506,Census Tract 9506,46.2511176,-90.7251813,1,1581061,Ashland,Ashland County,46.5462905,-90.6651539,7,364
950700,55003950700,9507,Census Tract 9507,46.103699,-90.5854589,0,1581061,Ashland,Ashland County,46.5462905,-90.6651539,7,364
970700,55013970700,9707,Census Tract 9707,45.8803599,-92.3950567,1,1581066,Burnett,Burnett County,45.8652545,-92.3679775,7,350
970800,55013970800,9708,Census Tract 9708,45.8029895,-92.4559393,1,1581066,Burnett,Burnett County,45.8652545,-92.3679775,7,350
970400,55021970400,9704,Census Tract 9704,43.553393,-89.479964,8,1581070,Columbia,Columbia County,43.4718818,-89.3304721,7,371
971200,55021971200,9712,Census Tract 9712,43.3213783,-89.0420298,8,1581070,Columbia,Columbia County,43.4718818,-89.3304721,7,371
11301,55025011301,113.01,Census Tract 113.01,43.2017383,-89.4538462,10,1581072,Dane,Dane County,43.0674684,-89.4178523,7,266
100300,55029100300,1003,Census Tract 1003,45.1730922,-87.2662962,3,1581074,Door,Door County,45.067808,-87.0879363,7,336
990000,55031990000,9900,Census Tract 9900,46.7696715,-91.7360362,0,1581075,Douglas,Douglas County,46.4633156,-91.8925795,7,49
41600,55039041600,416,Census Tract 416,43.8501323,-88.8564704,2,1581079,Fond du Lac,Fond du Lac County,43.7547219,-88.493284,7,203
101202,55055101202,1012.02,Census Tract 1012.02,42.8730114,-88.8001608,5,1581087,Jefferson,Jefferson County,43.0138065,-88.7739855,7,35
2903,55059002903,29.03,Census Tract 29.03,42.56415,-88.1482998,5,1581089,Kenosha,Kenosha County,42.5797028,-87.4248983,7,98
2904,55059002904,29.04,Census Tract 29.04,42.5203939,-88.1523898,6,1581089,Kenosha,Kenosha County,42.5797028,-87.4248983,7,98
3002,55059003002,30.02,Census Tract 30.02,42.5226746,-88.2254131,5,1581089,Kenosha,Kenosha County,42.5797028,-87.4248983,7,98
960400,55067960400,9604,Census Tract 9604,45.1059717,-89.0334764,4,1581093,Langlade,Langlade County,45.2592039,-89.0681897,7,196
960300,55077960300,9603,Census Tract 9603,43.7239347,-89.3166702,4,1581098,Marquette,Marquette County,43.8260529,-89.4090953,7,392
40100,55079040100,401,Census Tract 401,43.1734798,-87.9338487,2,1581100,Milwaukee,Milwaukee County,43.0176546,-87.4815749,7,357
150100,55079150100,1501,Census Tract 1501,42.9141429,-87.97837,2,1581100,Milwaukee,Milwaukee County,43.0176546,-87.4815749,7,357
160100,55079160100,1601,Census Tract 1601,42.9152254,-87.914512,2,1581100,Milwaukee,Milwaukee County,43.0176546,-87.4815749,7,357
970101,55085970101,9701.01,Census Tract 9701.01,45.8159605,-89.104185,0,1581103,Oneida,Oneida County,45.7137913,-89.5366933,7,84
630201,55089630201,6302.01,Census Tract 6302.01,43.4327891,-87.8722838,1,1581105,Ozaukee,Ozaukee County,43.360715,-87.4965534,7,455
960100,55093960100,9601,Census Tract 9601,44.777883,-92.1960522,6,1581107,Pierce,Pierce County,44.7253365,-92.4262793,7,105
960700,55093960700,9607,Census Tract 9607,44.7396798,-92.4464336,6,1581107,Pierce,Pierce County,44.7253365,-92.4262793,7,105
960200,55095960200,9602,Census Tract 9602,45.6077226,-92.6406102,2,1581108,Polk,Polk County,45.4680297,-92.4531541,7,91
960700,55095960700,9607,Census Tract 9607,45.4048192,-92.5927288,2,1581108,Polk,Polk County,45.4680297,-92.4531541,7,91
970700,55099970700,9707,Census Tract 9707,45.4730514,-90.4722583,1,1581110,Price,Price County,45.6790724,-90.3596497,7,343
2401,55101002401,24.01,Census Tract 24.01,42.6934944,-88.2852174,2,1581111,Racine,Racine County,42.7540747,-87.414676,7,217
960400,55119960400,9604,Census Tract 9604,45.1663259,-90.4250651,0,1581119,Taylor,Taylor County,45.2116558,-90.5048529,7,224
1604,55127001604,16.04,Census Tract 16.04,42.5405959,-88.5718621,16,1581123,Walworth,Walworth County,42.6681095,-88.5417306,7,476
201000,55133201000,2010,Census Tract 2010,43.0475203,-88.0870288,2,1581126,Waukesha,Waukesha County,43.0193081,-88.3067069,7,161
201203,55133201203,2012.03,Census Tract 2012.03,43.0364644,-88.1353438,2,1581126,Waukesha,Waukesha County,43.0193081,-88.3067069,7,161
203305,55133203305,2033.05,Census Tract 2033.05,43.0644001,-88.2623123,2,1581126,Waukesha,Waukesha County,43.0193081,-88.3067069,7,161
203403,55133203403,2034.03,Census Tract 2034.03,43.1508243,-88.2045253,2,1581126,Waukesha,Waukesha County,43.0193081,-88.3067069,7,161
203901,55133203901,2039.01,Census Tract 2039.01,42.8680715,-88.3473838,2,1581126,Waukesha,Waukesha County,43.0193081,-88.3067069,7,161
204200,55133204200,2042,Census Tract 2042,43.1011342,-88.5196612,2,1581126,Waukesha,Waukesha County,43.0193081,-88.3067069,7,161
10200,55141010200,102,Census Tract 102,44.6426093,-90.1123959,0,1581130,Wood,Wood County,44.4614126,-90.0388252,7,147
11500,55141011500,115,Census Tract 115,44.3654643,-89.7591255,0,1581130,Wood,Wood County,44.4614126,-90.0388252,7,147
960100,55007960100,9601,Census Tract 9601,46.8919604,-90.9222888,0,1581063,Bayfield,Bayfield County,46.6341992,-91.1772815,8,272
20704,55009020704,207.04,Census Tract 207.04,44.4576011,-87.985229,1,1581064,Brown,Brown County,44.4739612,-87.9959258,8,496
12001,55025012001,120.01,Census Tract 120.01,43.0916914,-89.1973312,10,1581072,Dane,Dane County,43.0674684,-89.4178523,8,304
960500,55027960500,9605,Census Tract 9605,43.5990044,-88.9373438,2,1581073,Dodge,Dodge County,43.4227057,-88.7043791,8,560
301,55035000301,3.01,Census Tract 3.01,44.8357123,-91.3370047,4,1581077,Eau Claire,Eau Claire County,44.7263547,-91.2864137,8,240
100100,55047100100,1001,Census Tract 1001,43.9577761,-88.9357363,3,1581083,Green Lake,Green Lake County,43.7614097,-88.9872277,8,32
100600,55057100600,1006,Census Tract 1006,43.6950269,-90.2402654,4,1581088,Juneau,Juneau County,43.9328362,-90.1139837,8,80
960300,55069960300,9603,Census Tract 9603,45.5129115,-89.8795763,1,1581094,Lincoln,Lincoln County,45.3383191,-89.7420823,8,568
960500,55069960500,9605,Census Tract 9605,45.3940236,-89.6021391,1,1581094,Lincoln,Lincoln County,45.3383191,-89.7420823,8,568
960100,55075960100,9601,Census Tract 9601,45.6797134,-87.9162549,3,1581097,Marinette,Marinette County,45.3468989,-87.991198,8,280
12601,55087012601,126.01,Census Tract 126.01,44.2891826,-88.5273056,0,1581104,Outagamie,Outagamie County,44.4182258,-88.4649883,8,456
960500,55093960500,9605,Census Tract 9605,44.7863094,-92.7364296,6,1581107,Pierce,Pierce County,44.7253365,-92.4262793,8,120
960800,55095960800,9608,Census Tract 9608,45.2747604,-92.6620386,2,1581108,Polk,Polk County,45.4680297,-92.4531541,8,104
1502,55101001502,15.02,Census Tract 15.02,42.7919512,-87.8250745,2,1581111,Racine,Racine County,42.7540747,-87.414676,8,248
102,55127000102,1.02,Census Tract 1.02,42.7927112,-88.3416176,18,1581123,Walworth,Walworth County,42.6681095,-88.5417306,8,544
440104,55131440104,4401.04,Census Tract 4401.04,43.3026646,-88.4041,1,1581125,Washington,Washington County,43.391156,-88.2329166,8,200
200700,55133200700,2007,Census Tract 2007,43.099039,-88.1002743,2,1581126,Waukesha,Waukesha County,43.0193081,-88.3067069,8,184
201703,55133201703,2017.03,Census Tract 2017.03,42.9084443,-88.1156769,2,1581126,Waukesha,Waukesha County,43.0193081,-88.3067069,8,184
203601,55133203601,2036.01,Census Tract 2036.01,43.1095059,-88.3501581,2,1581126,Waukesha,Waukesha County,43.0193081,-88.3067069,8,184
203602,55133203602,2036.02,Census Tract 2036.02,43.0963911,-88.3308785,2,1581126,Waukesha,Waukesha County,43.0193081,-88.3067069,8,184
203902,55133203902,2039.02,Census Tract 2039.02,42.8660781,-88.3182051,0,1581126,Waukesha,Waukesha County,43.0193081,-88.3067069,8,184
204400,55133204400,2044,Census Tract 2044,43.14199,-88.5224063,2,1581126,Waukesha,Waukesha County,43.0193081,-88.3067069,8,184
950800,55003950800,9508,Census Tract 9508,46.9406451,-90.5708301,0,1581061,Ashland,Ashland County,46.5462905,-90.6651539,9,468
1001,55005001001,10.01,Census Tract 10.01,45.2678407,-91.7134616,4,1581062,Barron,Barron County,45.4371917,-91.8528921,9,495
960400,55007960400,9604,Census Tract 9604,46.4494823,-91.2017638,0,1581063,Bayfield,Bayfield County,46.6341992,-91.1772815,9,306
20502,55009020502,205.02,Census Tract 205.02,44.5721877,-88.0442761,3,1581064,Brown,Brown County,44.4739612,-87.9959258,9,558
950300,55019950300,9503,Census Tract 9503,44.968524,-90.7894199,5,1581069,Clark,Clark County,44.7335964,-90.6102007,9,18
100100,55029100100,1001,Census Tract 1001,45.2663492,-87.0773137,3,1581074,Door,Door County,45.067808,-87.0879363,9,432
100300,55057100300,1003,Census Tract 1003,43.9594681,-90.057235,4,1581088,Juneau,Juneau County,43.9328362,-90.1139837,9,90
1202,55073001202,12.02,Census Tract 12.02,44.817981,-89.757782,8,1581096,Marathon,Marathon County,44.8980363,-89.757823,9,603
960500,55077960500,9605,Census Tract 9605,43.8108434,-89.5374637,4,1581098,Marquette,Marquette County,43.8260529,-89.4090953,9,504
